read_name	read_strand	read_start	read_seg_length	chr	chr_strand	chr_start	chr_seg_length	sample_id
merge612-3	1	19317	88	chr4	1	21715010	88	07-20432
merge634-3	-1	11494	80	chr2	1	18635914	74	07-20432
merge592-3	1	8778	148	chr4	1	22718911	148	07-20432
merge599-3	-1	2635	99	chr7	1	13202969	99	07-20432
merge632-3	-1	26077	107	chr19	1	42663627	107	07-20432
merge620-3	-1	10184	41	chr1	1	182930552	41	07-20432
merge650-3	-1	18555	178	chr20	1	36513399	178	07-20432
merge642-3	1	4321	318	chr4	1	85643239	318	07-20432
merge613-3	1	37952	314	chr8	1	78427775	314	07-20432
merge643-3	-1	10416	51	chr7	1	133857149	51	07-20432
merge648-3	-1	14739	57	chr8	1	6946799	57	07-20432
merge652-3	-1	19580	67	chr10	1	99603375	67	07-20432
merge584-3	1	26464	55	chr3	1	4025242	55	07-20432
merge649-3	1	17354	70	chr5	1	66919896	70	07-20432
merge645-3	1	49981	80	chr17	1	51197041	80	07-20432
merge656-3	1	1276	53	chr6	1	170561955	53	07-20432
merge630-3	1	47969	317	chr14	1	106300360	317	07-20432
merge638-3	1	22150	107	chr7	1	23231837	107	07-20432
merge638-3	-1	0	367	chr4	1	29660885	354	07-20432
merge637-3	-1	18032	58	chr7	1	34427874	58	07-20432
merge658-3	-1	10576	289	chr6	1	113743258	289	07-20432
merge633-3	-1	20762	334	chr16	1	81085873	334	07-20432
merge647-3	1	20186	44	chrX	1	96613218	44	07-20432
merge654-3	-1	24539	63	chr3	1	11462837	63	07-20432
merge662-3	-1	19646	302	chr7	1	26290229	302	07-20432
merge657-3	1	25146	33	chr1	1	243243496	33	07-20432
merge653-3	1	20166	283	chr4	1	85643238	283	07-20432
merge646-3	-1	12593	171	chr4	1	159524571	171	07-20432
merge618-3	-1	36523	87	chr7	1	23231845	86	07-20432
merge640-3	-1	44901	38	chr5	1	128310377	38	07-20432
merge635-3	1	9825	177	chr7	1	54046416	177	07-20432
merge663-3	1	15963	52	chr12	1	74673075	52	07-20432
merge623-3	1	27247	244	chr7	1	38473503	244	07-20432
merge660-3	-1	21290	127	chrX	1	88005614	127	07-20432
merge7-3	1	11701	94	chr21	1	17085173	94	12-20363
merge6-4	-1	13283	92	chr6	1	158803530	92	12-20363
merge8-3	1	18074	58	chr9	1	82510484	58	12-20363
merge2-22	-1	39588	322	chr2	1	213588521	322	12-20363
merge22-6	-1	6773	131	chr11	1	64335955	135	12-20363
merge22-6	1	44064	69	chr10	1	71760161	69	12-20363
merge22-6	-1	0	512	chrX	1	146255183	504	12-20363
merge27-16	1	32787	63	chr2	1	209677386	63	12-20363
merge31-3	1	6593	321	chr1	1	109055097	321	12-20363
merge9-3	1	16909	85	chr7	1	19978035	85	12-20363
merge17-18	1	42979	138	chr12	1	27501299	138	12-20363
merge36-3	1	12565	68	chr10	1	99775321	68	12-20363
merge18-17	-1	30095	33	chr19	1	34641082	33	12-20363
merge13-19	1	50258	293	chr10	1	54757287	293	12-20363
merge39-13	-1	25355	130	chr6	1	42262470	130	12-20363
merge43-13	-1	28038	82	chr21	1	19112570	83	12-20363
merge37-14	1	53591	138	chr11	1	85833013	138	12-20363
merge26-16	1	62144	126	chr16	1	83643175	126	12-20363
merge23-17	-1	49531	322	chr6	1	73446443	322	12-20363
merge52-12	1	14673	310	chr14	1	43620606	310	12-20363
merge53-12	-1	44843	311	chr14	1	41420424	311	12-20363
merge61-5	1	9233	321	chr4	1	79432838	321	12-20363
merge40-13	1	45732	186	chr12	1	43260748	186	12-20363
merge54-12	1	38955	312	chr18	1	1818111	312	12-20363
merge47-12	1	24241	305	chr10	1	19741133	305	12-20363
merge57-3	-1	14343	265	chr4	1	121527077	265	12-20363
merge80-3	1	12897	306	chr10	1	55942299	306	12-20363
merge76-12	-1	41547	320	chrX	1	11078289	320	12-20363
merge55-12	-1	39572	43	chr10	1	27686377	43	12-20363
merge55-12	-1	39471	100	chr1	1	165185481	100	12-20363
merge81-3	1	22174	310	chr15	1	46608632	310	12-20363
merge74-3	-1	13941	332	chr5	1	92184970	332	12-20363
merge73-5	-1	48642	54	chr3	1	38492738	54	12-20363
merge65-12	-1	32171	299	chr5	1	94580592	299	12-20363
merge75-3	-1	10716	329	chr3	1	90303795	329	12-20363
merge90-11	-1	45351	69	chr3	1	75400531	69	12-20363
merge88-3	1	26361	42	chr6	1	14003648	42	12-20363
merge63-12	1	61433	312	chr9	1	9413101	312	12-20363
merge99-3	1	4624	315	chr4	1	91424001	315	12-20363
merge97-5	-1	23552	314	chr21	1	24391900	314	12-20363
merge101-6	-1	23941	303	chr9	1	24356435	303	12-20363
merge95-11	1	46086	317	chr9	1	123218353	317	12-20363
merge96-6	1	41649	319	chr21	1	24391898	319	12-20363
merge113-3	-1	10363	270	chr13	1	63082103	270	12-20363
merge111-10	-1	42973	308	chr12	1	131255913	308	12-20363
merge93-11	-1	45773	308	chr4	1	12803180	308	12-20363
merge85-6	1	19741	46	chr4	1	92533446	46	12-20363
merge119-3	1	16554	300	chr20	1	35033860	300	12-20363
merge118-3	1	11860	298	chr1	1	8433561	298	12-20363
merge116-10	-1	36169	71	chr4	1	82309276	73	12-20363
merge112-10	1	28386	314	chr13	1	63082059	314	12-20363
merge109-10	-1	36310	72	chrX	1	105729863	68	12-20363
merge124-3	-1	7463	53	chr3	1	171264048	53	12-20363
merge117-10	1	28125	319	chr7	1	38473420	319	12-20363
merge59-12	1	54351	309	chr9	1	26362129	309	12-20363
merge56-12	1	38081	266	chr4	1	121527077	265	12-20363
merge129-9	-1	29348	310	chr1	1	65613469	310	12-20363
merge128-9	-1	37952	48	chr1	1	9525529	48	12-20363
merge138-3	-1	16292	82	chrX	1	40139425	85	12-20363
merge132-9	1	33744	96	chr10	1	37068482	96	12-20363
merge142-3	1	10250	69	chr2	1	105316420	69	12-20363
merge92-11	-1	33079	113	chr5	1	80301388	113	12-20363
merge137-3	-1	19190	90	chr12	1	28692085	93	12-20363
merge146-9	1	25416	209	chr1	1	46776205	217	12-20363
merge146-9	-1	35069	204	chr20	1	23490278	184	12-20363
merge146-9	1	25842	238	chr1	1	46776243	223	12-20363
merge102-3	1	26991	325	chr9	1	18508901	325	12-20363
merge150-9	1	28576	313	chr4	1	161720996	312	12-20363
merge127-10	1	46900	152	chrY	1	3263335	152	12-20363
merge143-9	-1	0	121	chr16	1	58816267	116	12-20363
merge114-10	1	26016	293	chr7	1	152385328	293	12-20363
merge158-3	-1	22216	317	chr17	1	18689763	317	12-20363
merge103-10	1	18068	288	chr3	1	69628221	288	12-20363
merge167-8	-1	16958	96	chr7	1	90208352	96	12-20363
merge167-8	-1	16846	109	chr4	1	174342327	109	12-20363
merge154-3	-1	35265	56	chr10	1	19687922	56	12-20363
merge160-8	-1	20808	54	chr9	1	118493174	54	12-20363
merge169-8	-1	29705	68	chr21	1	16360067	66	12-20363
merge173-3	-1	45954	53	chr18	1	39205040	53	12-20363
merge172-8	-1	42127	54	chr10	1	118582942	54	12-20363
merge175-8	-1	19086	301	chr3	1	118854827	301	12-20363
merge180-4	1	16525	301	chr2	1	83319298	301	12-20363
merge178-8	1	38368	304	chr2	1	107309940	304	12-20363
merge164-3	1	20107	313	chr11	1	6250662	313	12-20363
merge161-8	1	32613	94	chr3	1	151854078	94	12-20363
merge161-8	-1	36743	56	chr2	1	173525353	56	12-20363
merge190-3	-1	10486	324	chr1	1	69212188	324	12-20363
merge155-3	-1	28179	70	chr6	1	132509443	69	12-20363
merge106-10	1	43894	279	chr10	1	66912992	279	12-20363
merge197-3	-1	11783	335	chr14	1	78361902	335	12-20363
merge189-7	1	33394	319	chr1	1	69212193	319	12-20363
merge207-3	1	23054	304	chr2	1	107309940	304	12-20363
merge208-3	-1	10341	306	chr4	1	88186636	306	12-20363
merge203-7	-1	27280	293	chr13	1	69392536	293	12-20363
merge147-9	1	25536	269	chr3	1	95166463	269	12-20363
merge194-4	1	23405	332	chr14	1	78361902	332	12-20363
merge204-7	1	9233	43	chr2	1	194166772	43	12-20363
merge209-3	1	22168	309	chr3	1	148732730	309	12-20363
merge210-7	1	19780	95	chr17	1	66798579	95	12-20363
merge181-8	-1	33509	307	chr8	1	103091607	307	12-20363
merge211-4	1	23256	95	chr17	1	66798579	95	12-20363
merge151-8	1	59695	305	chr11	1	33516145	305	12-20363
merge156-8	-1	11160	38	chr17	1	61045842	39	12-20363
merge184-5	-1	22117	305	chr4	1	81070376	305	12-20363
merge215-4	-1	8745	62	chr15	1	24767458	62	12-20363
merge226-7	1	39850	80	chr11	1	37348544	72	12-20363
merge226-7	1	39930	76	chr6	1	4895319	76	12-20363
merge226-7	1	40006	120	chr6	1	4895265	120	12-20363
merge226-7	1	40126	125	chr6	1	4895283	119	12-20363
merge219-7	1	28069	289	chr4	1	88760343	289	12-20363
merge225-7	1	22796	34	chr4	1	162124837	34	12-20363
merge206-3	1	18947	138	chr17	1	11350157	138	12-20363
merge191-7	-1	23563	335	chr14	1	78361901	335	12-20363
merge217-3	1	12886	79	chr19	1	56947033	79	12-20363
merge185-7	-1	38280	31	chr12	1	56099570	31	12-20363
merge223-7	1	25914	119	chr6	1	134396331	119	12-20363
merge220-7	-1	23922	50	chr17	1	44368105	50	12-20363
merge232-3	1	7053	310	chr1	1	73303114	311	12-20363
merge221-3	-1	26408	49	chr3	1	182099474	49	12-20363
merge228-7	-1	53018	80	chr21	1	41693824	80	12-20363
merge186-5	1	37619	31	chr9	1	26484191	31	12-20363
merge216-4	-1	33199	80	chr5	1	40506361	80	12-20363
merge216-4	-1	33124	68	chr7	1	67029313	68	12-20363
merge236-3	1	12316	320	chr2	1	107309940	320	12-20363
merge239-5	-1	26851	46	chrY	1	10629026	46	12-20363
merge193-4	1	16302	333	chr14	1	78361902	333	12-20363
merge238-7	-1	18166	71	chr4	1	21582006	71	12-20363
merge246-6	1	13757	120	chr14	1	76914602	120	12-20363
merge251-3	1	5638	52	chr12	1	76725154	52	12-20363
merge247-5	1	29455	101	chr3	1	183431052	101	12-20363
merge247-5	-1	13874	79	chr7	1	96859924	79	12-20363
merge183-8	1	20947	308	chr4	1	81070374	308	12-20363
merge244-6	1	27296	302	chr18	1	14822963	302	12-20363
merge258-6	-1	13195	63	chr10	1	9267704	63	12-20363
merge259-5	-1	39450	74	chr4	1	1951439	74	12-20363
merge227-7	1	31060	301	chr21	1	16361555	301	12-20363
merge257-6	-1	35446	29	chr3	1	168992515	29	12-20363
merge267-6	-1	11340	89	chrX	1	85535287	89	12-20363
merge260-6	1	31468	304	chr5	1	70373988	304	12-20363
merge261-5	1	24796	304	chr5	1	70340712	304	12-20363
merge264-6	-1	53267	56	chr1	1	63768711	55	12-20363
merge265-6	1	30855	52	chr12	1	33534562	52	12-20363
merge256-6	1	20265	185	chr1	1	246002428	185	12-20363
merge231-4	-1	19885	315	chr14	1	97728895	315	12-20363
merge269-3	-1	22652	32	chr14	1	55838662	32	12-20363
merge268-6	-1	21209	56	chr21	1	40137589	56	12-20363
merge245-6	-1	65855	110	chr9	1	133590073	101	12-20363
merge245-6	1	17158	99	chr16	1	28470546	104	12-20363
merge245-6	1	17274	139	chr1	1	30972286	136	12-20363
merge245-6	-1	65528	69	chr13	1	110839105	67	12-20363
merge281-3	1	8446	61	chr9	1	105139940	61	12-20363
merge279-3	1	20254	60	chr14	1	78943609	60	12-20363
merge280-3	1	12299	58	chr7	1	73150907	58	12-20363
merge280-3	1	41389	40	chr12	1	89038162	40	12-20363
merge280-3	-1	0	653	chr2	1	84032499	644	12-20363
merge278-3	-1	18743	46	chr18	1	76360630	46	12-20363
merge250-6	-1	53071	80	chr1	1	34371711	80	12-20363
merge149-9	-1	61183	90	chr12	1	116750819	86	12-20363
merge242-7	1	21624	54	chr7	1	70277932	54	12-20363
merge242-7	-1	36521	69	chr13	1	53328444	73	12-20363
merge222-7	1	54402	305	chr18	1	2711481	305	12-20363
merge276-6	1	45389	86	chr17	1	13757599	86	12-20363
merge298-4	1	10257	87	chr1	1	178695846	90	12-20363
merge286-6	1	27994	311	chr9	1	6752050	311	12-20363
merge282-6	-1	46180	78	chr15	1	50085877	78	12-20363
merge297-6	-1	71753	59	chr20	1	25066239	59	12-20363
merge291-6	-1	25638	94	chr7	1	27230631	94	12-20363
merge277-6	1	38377	41	chr14	1	86319179	41	12-20363
merge214-7	1	66518	79	chr2	1	135493098	79	12-20363
merge283-6	-1	37370	134	chr19	1	17463782	134	12-20363
merge271-6	-1	9476	312	chr13	1	69462273	312	12-20363
merge310-6	-1	17816	320	chr5	1	173462725	320	12-20363
merge309-3	-1	14076	311	chr5	1	116918327	311	12-20363
merge309-3	-1	14014	62	chr12	1	50694496	62	12-20363
merge311-6	1	0	529	chr6	1	67155635	523	12-20363
merge311-6	-1	26036	44	chrX	1	151451634	44	12-20363
merge318-3	1	7592	308	chr2	1	232730614	308	12-20363
merge317-5	1	11463	309	chr2	1	232730614	308	12-20363
merge308-6	-1	45198	313	chr5	1	116918324	314	12-20363
merge308-6	-1	45139	59	chrX	1	19760385	59	12-20363
merge316-5	-1	12547	40	chr1	1	190966693	40	12-20363
merge316-5	-1	12492	55	chr1	1	193588140	55	12-20363
merge316-5	1	37592	263	chr3	1	60130796	261	12-20363
merge316-5	1	37860	51	chr3	1	60130984	51	12-20363
merge307-6	1	20422	33	chr1	1	85858620	33	12-20363
merge320-5	1	25762	309	chr1	1	108415306	309	12-20363
merge312-6	1	22465	47	chr6	1	70621546	51	12-20363
merge299-6	-1	21436	55	chr2	1	143042581	55	12-20363
merge324-5	-1	34020	88	chr7	1	23231795	88	12-20363
merge326-4	1	13563	56	chr5	1	66018453	52	12-20363
merge230-7	-1	27946	304	chr2	1	107309940	304	12-20363
merge333-3	1	4547	66	chr15	1	81179982	66	12-20363
merge325-5	1	18048	81	chr21	1	23204443	81	12-20363
merge330-5	1	29863	128	chr2	1	227777784	143	12-20363
merge330-5	1	29991	110	chr10	1	6646752	110	12-20363
merge202-7	1	27893	228	chr11	1	16525600	228	12-20363
merge338-3	1	11056	314	chr2	1	38844346	314	12-20363
merge322-3	1	6381	32	chr19	1	45770203	32	12-20363
merge319-5	1	19306	91	chr10	1	42811526	91	12-20363
merge319-5	-1	46338	72	chr9	1	69323561	72	12-20363
merge335-3	1	20085	313	chr8	1	91140640	313	12-20363
merge323-5	-1	16868	124	chr3	1	165861106	124	12-20363
merge339-5	1	12952	81	chr16	1	30799199	81	12-20363
merge344-3	-1	12134	60	chr8	1	32366657	60	12-20363
merge340-4	-1	24322	84	chr16	1	30799199	81	12-20363
merge327-4	1	4868	123	chrX	1	115125452	123	12-20363
merge321-5	-1	22910	38	chr5	1	166979187	38	12-20363
merge350-4	-1	39924	297	chr7	1	146380785	297	12-20363
merge349-5	1	31346	294	chr7	1	146380788	294	12-20363
merge305-6	1	17902	307	chr8	1	78427774	307	12-20363
merge346-5	-1	36153	72	chr21	1	31210603	72	12-20363
merge354-5	-1	12491	38	chr11	1	29913135	38	12-20363
merge331-5	-1	56535	90	chr17	1	68489215	95	12-20363
merge365-3	-1	22286	98	chr7	1	23231834	92	12-20363
merge370-5	-1	13234	167	chr6	1	42262434	166	12-20363
merge369-5	1	39435	76	chr1	1	161417009	76	12-20363
merge366-3	1	8921	91	chr7	1	23231850	91	12-20363
merge375-4	-1	22038	244	chr7	1	137770535	244	12-20363
merge358-5	1	31904	96	chr7	1	137517282	96	12-20363
merge275-6	1	49358	324	chr3	1	42989611	324	12-20363
merge379-4	-1	7147	283	chr6	1	23844149	283	12-20363
merge362-5	-1	15900	79	chr5	1	10435640	79	12-20363
merge376-3	1	9152	306	chr13	1	78575789	306	12-20363
merge368-3	-1	6765	79	chr11	1	74077770	79	12-20363
merge374-5	1	26010	272	chr13	1	78575798	272	12-20363
merge394-3	-1	8207	40	chr19	1	8633919	40	12-20363
merge372-5	1	20914	115	chr2	1	182626800	109	12-20363
merge393-5	-1	29883	61	chr4	1	21528811	61	12-20363
merge401-5	-1	23744	55	chr10	1	14492576	55	12-20363
merge381-5	1	27017	60	chr19	1	46575102	60	12-20363
merge389-5	-1	36810	294	chr2	1	211226960	294	12-20363
merge392-5	-1	9127	32	chr16	1	66887994	32	12-20363
merge405-3	1	21288	316	chrX	1	136075838	315	12-20363
merge399-4	1	16768	50	chr2	1	164527173	50	12-20363
merge409-5	-1	12810	306	chr2	1	121278029	306	12-20363
merge403-3	1	11994	94	chr7	1	151316552	94	12-20363
merge395-5	1	51747	90	chr8	1	38154457	90	12-20363
merge380-3	1	35117	284	chr5	1	118046074	284	12-20363
merge391-5	1	30847	39	chr8	1	66416156	39	12-20363
merge415-5	1	20036	102	chr3	1	158399137	102	12-20363
merge363-5	1	29129	59	chr2	1	110382090	59	12-20363
merge423-5	-1	10264	44	chr19	1	13807705	44	12-20363
merge423-5	1	14666	140	chr11	1	69110907	140	12-20363
merge423-5	1	14806	133	chr7	1	2514600	121	12-20363
merge398-5	1	23983	65	chr15	1	85304708	65	12-20363
merge419-5	1	31904	109	chr21	1	30420798	109	12-20363
merge420-4	-1	36960	103	chr4	1	52808384	103	12-20363
merge355-5	1	9548	300	chr10	1	54757281	299	12-20363
merge407-5	1	5236	122	chr6	1	31455118	123	12-20363
merge414-5	-1	14941	80	chr7	1	27613111	75	12-20363
merge377-5	1	30602	301	chr1	1	146285399	301	12-20363
merge402-5	1	14133	88	chr2	1	71081029	88	12-20363
merge422-3	-1	13123	59	chr11	1	120351406	59	12-20363
merge437-3	-1	20269	264	chr11	1	86975367	264	12-20363
merge425-5	-1	14946	46	chr9	1	16155320	46	12-20363
merge436-4	1	13073	271	chr21	1	26516876	271	12-20363
merge430-3	1	22440	39	chr1	1	215856834	39	12-20363
merge400-5	1	24231	306	chr4	1	99149146	306	12-20363
merge434-5	1	11682	269	chr6	1	67056856	269	12-20363
merge428-5	-1	14606	77	chr8	1	118366823	77	12-20363
merge438-3	1	23508	274	chr5	1	72979372	274	12-20363
merge429-5	1	14819	309	chr6	1	9494456	309	12-20363
merge427-5	-1	17907	77	chr8	1	118366823	77	12-20363
merge447-3	1	6551	38	chr7	1	47586381	38	12-20363
merge451-3	-1	11114	32	chrX	1	103524911	32	12-20363
merge446-4	1	12787	39	chr7	1	47586381	39	12-20363
merge448-3	1	7635	45	chr3	1	73842265	45	12-20363
merge450-4	1	6098	33	chr9	1	95779774	33	12-20363
merge421-5	1	15235	77	chr12	1	71369229	77	12-20363
merge443-4	-1	17615	317	chr1	1	69561646	317	12-20363
merge408-3	1	5483	169	chr19	1	41180963	170	12-20363
merge455-4	-1	24472	65	chr2	1	144182785	65	12-20363
merge356-4	1	12647	297	chr6	1	79769867	297	12-20363
merge456-4	-1	19965	53	chr1	1	223498426	53	12-20363
merge459-4	-1	24654	56	chr2	1	202903440	56	12-20363
merge426-5	-1	10931	150	chr5	1	114922387	152	12-20363
merge410-5	1	70785	62	chr2	1	33731163	63	12-20363
merge445-4	-1	5968	299	chr7	1	39808487	299	12-20363
merge439-5	-1	33916	310	chr6	1	20765147	310	12-20363
merge463-4	1	14958	59	chr12	1	65422388	59	12-20363
merge464-4	1	0	639	chr11	1	110397158	636	12-20363
merge464-4	1	665	586	chr11	1	110397821	596	12-20363
merge464-4	1	1308	223	chr11	1	110398482	233	12-20363
merge464-4	1	1568	259	chr11	1	110398759	263	12-20363
merge464-4	1	1871	401	chr11	1	110399071	411	12-20363
merge464-4	1	2300	220	chr11	1	110399514	221	12-20363
merge464-4	1	2552	100	chr11	1	110399767	102	12-20363
merge464-4	1	8952	306	chr8	1	88379980	306	12-20363
merge468-4	1	30759	87	chr3	1	33757642	81	12-20363
merge452-4	1	43137	185	chr2	1	3690255	150	12-20363
merge452-4	-1	15219	57	chr6	1	18768667	55	12-20363
merge452-4	1	43413	63	chr8	1	23746324	59	12-20363
merge462-4	1	0	840	chr15	1	93332753	783	12-20363
merge462-4	1	851	127	chr15	1	93333447	115	12-20363
merge462-4	1	26560	81	chr11	1	9675322	81	12-20363
merge476-4	-1	9875	306	chr16	1	48782968	306	12-20363
merge474-4	1	28314	117	chr22	1	24605235	114	12-20363
merge475-4	1	15248	55	chr8	1	3083606	55	12-20363
merge483-4	-1	20089	39	chr3	1	38259434	39	12-20363
merge466-4	1	37398	48	chr2	1	158842686	48	12-20363
merge480-3	-1	5258	298	chr8	1	136575417	298	12-20363
merge470-4	1	29790	97	chr2	1	44409091	97	12-20363
merge478-4	1	24341	299	chr3	1	52675832	299	12-20363
merge485-4	-1	4597	38	chr6	1	150701411	38	12-20363
merge484-4	1	19771	85	chr2	1	24934389	85	12-20363
merge458-4	1	7995	313	chr1	1	82576968	313	12-20363
merge472-4	1	11688	110	chr8	1	93405637	108	12-20363
merge461-4	1	19607	326	chr12	1	96152659	326	12-20363
merge493-4	-1	18224	90	chr6	1	42262518	90	12-20363
merge492-4	1	35618	70	chr3	1	131395251	70	12-20363
merge471-3	1	24669	107	chr11	1	65825971	107	12-20363
merge495-4	-1	26550	71	chrX	1	1048484	71	12-20363
merge502-4	1	3966	196	chr17	1	80489036	196	12-20363
merge502-4	1	4165	84	chr17	1	80489661	82	12-20363
merge502-4	1	4253	164	chr17	1	80489284	161	12-20363
merge502-4	1	4419	86	chr17	1	80489963	87	12-20363
merge502-4	1	4505	350	chr17	1	80488422	349	12-20363
merge502-4	1	13511	129	chr17	1	80497946	141	12-20363
merge502-4	1	13644	94	chr17	1	80498012	98	12-20363
merge502-4	1	13747	116	chr17	1	80497948	105	12-20363
merge502-4	1	13866	82	chr17	1	80498015	94	12-20363
merge502-4	1	13959	60	chr17	1	80498040	56	12-20363
merge502-4	1	14019	44	chr17	1	80498037	46	12-20363
merge502-4	1	14063	73	chr17	1	80498037	73	12-20363
merge502-4	1	14140	65	chr22	1	48542418	61	12-20363
merge487-4	1	8356	288	chr11	1	97082747	286	12-20363
merge500-3	1	11135	106	chr7	1	63425314	96	12-20363
merge509-3	-1	21854	57	chrX	1	80506375	57	12-20363
merge514-4	-1	24643	297	chr21	1	33778581	297	12-20363
merge498-4	1	19793	106	chr13	1	29835083	102	12-20363
merge519-4	-1	15660	290	chr2	1	186191221	286	12-20363
merge519-4	1	20309	109	chr13	1	100298632	109	12-20363
merge499-3	1	8235	143	chr12	1	96101174	141	12-20363
merge497-3	-1	5676	478	chr5	1	102357666	478	12-20363
merge497-3	1	28953	48	chr10	1	13543539	48	12-20363
merge510-4	1	22306	311	chr4	1	145397680	311	12-20363
merge524-4	-1	19065	76	chr11	1	36374045	76	12-20363
merge532-4	1	16543	278	chr3	1	149126639	278	12-20363
merge512-4	1	22660	96	chr14	1	77497731	96	12-20363
merge512-4	-1	14665	66	chr10	1	18137082	66	12-20363
merge512-4	1	23873	55	chr1	1	223417158	52	12-20363
merge523-4	-1	14221	51	chr4	1	30894507	51	12-20363
merge521-4	1	43618	315	chr5	1	118046076	315	12-20363
merge544-4	1	14758	58	chr20	1	5524946	58	12-20363
merge539-4	1	14468	50	chr4	1	9505570	53	12-20363
merge440-5	1	31048	52	chr1	1	188803440	52	12-20363
merge554-4	-1	16340	47	chr7	1	35568399	47	12-20363
merge558-4	1	25473	80	chrX	1	80461118	81	12-20363
merge553-4	-1	8885	87	chr6	1	104668365	87	12-20363
merge513-4	1	32735	101	chrX	1	5109095	101	12-20363
merge526-4	1	51976	55	chr1	1	61616438	55	12-20363
merge545-4	-1	12755	71	chrX	1	151866529	71	12-20363
merge556-4	-1	15855	72	chr9	1	41737829	72	12-20363
merge547-3	1	14091	69	chr3	1	198108174	69	12-20363
merge568-3	1	3287	98	chr2	1	15994168	98	12-20363
merge564-4	1	25387	93	chr9	1	110905176	93	12-20363
merge565-4	1	11604	93	chrX	1	114982105	96	12-20363
merge567-3	1	12239	49	chr10	1	122028962	49	12-20363
merge559-3	1	24994	69	chr7	1	15813769	69	12-20363
merge559-3	1	25063	63	chr1	1	104870424	61	12-20363
merge570-3	-1	7326	157	chr12	1	93614370	157	12-20363
merge571-3	-1	18267	49	chr2	1	236883440	49	12-20363
merge569-3	-1	10423	24	chr12	1	121712717	24	12-20363
merge576-3	1	5446	71	chr22	1	42020856	71	12-20363
merge583-3	-1	9819	32	chrY	1	3116900	32	12-20363
merge574-3	-1	21616	41	chr4	1	20748560	41	12-20363
merge584-3	-1	13205	55	chr10	1	89394570	55	12-20363
merge586-3	-1	12021	50	chr11	1	20504690	50	12-20363
merge572-3	-1	12817	77	chr1	1	52817773	77	12-20363
merge581-3	1	21005	39	chr1	1	63347998	39	12-20363
merge536-4	-1	48184	51	chr9	1	81511253	51	12-20363
merge591-3	-1	15208	159	chr4	1	153244273	156	12-20363
merge543-4	-1	12087	85	chr8	1	12911840	85	12-20363
merge560-4	1	69091	322	chr3	1	161528938	322	12-20363
merge588-3	-1	35243	143	chrX	1	80461133	151	12-20363
merge538-4	-1	9983	68	chr4	1	1707220	68	12-20363
merge596-3	-1	32922	53	chr2	1	164527173	53	12-20363
merge573-3	-1	16000	309	chr2	1	38844349	309	12-20363
merge587-3	1	9993	134	chr1	1	225574788	134	12-20363
merge589-3	1	7282	58	chr7	1	107294881	58	12-20363
merge610-3	-1	2933	88	chr11	1	22435698	88	12-20363
merge612-3	-1	10305	83	chr10	1	16508245	83	12-20363
merge608-3	-1	17188	30	chr6	1	117411212	30	12-20363
merge605-3	1	17811	67	chr7	1	69876325	67	12-20363
merge618-3	-1	13758	307	chr13	1	53949949	307	12-20363
merge613-3	1	33885	39	chr1	1	246953360	39	12-20363
merge599-3	1	36548	32	chr1	1	67637483	32	12-20363
merge593-3	-1	23167	73	chr12	1	1196925	73	12-20363
merge622-3	-1	11009	70	chr10	1	37474066	70	12-20363
merge578-3	-1	9723	66	chr4	1	142398371	66	12-20363
merge620-3	1	10288	305	chr6	1	11555873	305	12-20363
merge606-3	-1	30033	57	chr16	1	23305535	57	12-20363
merge626-3	1	12334	314	chr2	1	16110994	314	12-20363
merge633-3	-1	21234	109	chr11	1	63113067	109	12-20363
merge634-3	-1	13149	76	chr20	1	2611846	76	12-20363
merge630-3	-1	11321	41	chr19	1	45594063	41	12-20363
merge616-3	1	13398	135	chr10	1	21430302	135	12-20363
merge625-3	-1	7311	83	chr11	1	67168579	83	12-20363
merge528-4	-1	30225	54	chr3	1	9626802	54	12-20363
merge624-3	-1	9415	101	chr12	1	96664699	101	12-20363
merge621-3	-1	19566	87	chr2	1	198091679	86	12-20363
merge636-3	1	5931	29	chr17	1	21985168	29	12-20363
merge639-3	1	20965	88	chr18	1	53086069	88	12-20363
merge648-3	1	11572	46	chrX	1	106788616	46	12-20363
merge648-3	1	11625	820	chrX	1	106788705	821	12-20363
merge648-3	1	12450	43	chrX	1	106789453	43	12-20363
merge602-3	1	17444	306	chr1	1	194995338	306	12-20363
merge632-3	-1	14964	49	chr21	1	17085183	49	12-20363
merge646-3	-1	16155	133	chr22	1	38807254	132	12-20363
merge638-3	-1	11280	307	chr8	1	68381447	307	12-20363
merge645-3	1	9482	65	chr13	1	109937477	65	12-20363
merge653-3	1	16440	115	chr6	1	41436335	115	12-20363
merge607-3	-1	12188	62	chr16	1	57475660	62	12-20363
merge644-3	-1	13604	95	chr1	1	49302584	94	12-20363
merge651-3	-1	8349	56	chr1	1	222079295	56	12-20363
merge643-3	-1	10974	32	chr11	1	132104926	32	12-20363
merge627-3	1	12035	53	chr1	1	235155819	56	12-20363
merge640-3	1	27249	40	chr11	1	78309927	40	12-20363
merge629-3	-1	51576	314	chr9	1	71216934	314	12-20363
merge641-3	1	15380	48	chr16	1	62541341	48	12-20363
merge660-3	1	25806	50	chr4	1	140396861	50	12-20363
merge590-3	1	10661	63	chr4	1	88070577	63	12-20363
merge647-3	1	2666	63	chr6	1	45212490	63	12-20363
merge667-3	-1	4142	64	chr7	1	69876487	64	12-20363
